t,forward_bytes_per_sec,forward_packets_per_sec,flows_per_sec
2018-12-01 10:51:39,479656.1024066479,1090.1275054696541,8
2018-12-01 10:51:40,3234165.8070222097,7358.269581204567,41
2018-12-01 10:51:41,1277480.4657834035,2913.5731619735257,20
2018-12-01 10:51:42,2032445.7194047885,4629.403283840311,30
2018-12-01 10:51:43,2099162.6749565997,4781.032728276245,28
2018-12-01 10:51:44,2349821.7653520308,5350.712479174952,32
2018-12-01 10:51:45,1481002.9352237475,3380.241813997796,23
2018-12-01 10:51:46,1236364.602333848,2818.382272486227,18
2018-12-01 10:51:47,1362061.7470978037,3104.057601495217,22
2018-12-01 10:51:48,2379758.8994492097,5417.005675021141,31
2018-12-01 10:51:49,1374284.1558952313,3131.8358033075538,20
2018-12-01 10:51:50,1206153.1400820334,2749.7198582775586,19
2018-12-01 10:51:51,1332653.6608784867,3037.221041905861,20
2018-12-01 10:51:52,1284664.0224136906,2928.1536817585975,20
2018-12-01 10:51:53,1056074.3303321986,2408.631654300661,17
2018-12-01 10:51:54,1377249.1427871191,3138.574409880026,20
2018-12-01 10:51:55,1577739.0821370343,3594.233362948014,23
2018-12-01 10:51:56,2156311.256314852,4909.1701224430535,31
2018-12-01 10:51:57,1713565.702128076,3904.930226564019,26
2018-12-01 10:51:58,1314280.5760520075,2995.46403093659,19
2018-12-01 10:51:59,1101974.877600247,2512.9510799098616,16
2018-12-01 10:52:00,2202.648106152521,13.468740150556112,2
2018-12-01 10:52:01,180114.05191855592,418.79413049348335,6
2018-12-01 10:52:02,82470.29206922482,197.05894322744004,6
2018-12-01 10:52:03,849112.5473969021,1939.4277053357973,15
2018-12-01 10:52:04,37428.03674154762,94.69018111908277,4
2018-12-01 10:52:05,2390.2920692248254,15.058943227440045,3
2018-12-01 10:52:06,37513.00190889586,95.93784083517484,7
2018-12-01 10:52:07,582047.4929332902,1331.2979329395055,12
2018-12-01 10:52:08,202524.48504935266,469.74239529316407,8
2018-12-01 10:52:09,244007.96353108605,564.5428860777733,7
2018-12-01 10:52:10,619302.360365517,1417.4846970651165,12
2018-12-01 10:52:11,2422.3603655170477,15.484697065116453,4
2018-12-01 10:52:12,39796.848576235214,101.74586161570838,8
2018-12-01 10:52:13,760246.092370009,1739.7699537694327,15
2018-12-01 10:52:14,2743.0245421058603,18.17207234237985,6
2018-12-01 10:52:15,92500.3229180614,222.16593228773337,8
2018-12-01 10:52:16,2543.8863584204873,18.77133482524944,8
2018-12-01 10:52:17,672938.9134126696,1541.911315148517,17
2018-12-01 10:52:18,1519642.2017522475,3463.734712898161,24
2018-12-01 10:52:19,1063001.789139665,2428.1852275434203,21
2018-12-01 10:52:20,278828.9114137605,645.5270024164091,9
2018-12-01 10:52:21,2613.286122844944,18.19970558084097,5
2018-12-01 10:52:22,2613.286122844944,20.00356608689162,7
2018-12-01 10:52:23,241233.09333455507,560.0214009136313,8
2018-12-01 10:52:24,647128.9399728938,1483.2194970342055,14
2018-12-01 10:52:25,3118.3522993587276,16.669707614121744,5
2018-12-01 10:52:26,884912.8107626067,2019.5373118119069,15
2018-12-01 10:52:27,839919.6679901438,1917.3710580687182,14
2018-12-01 10:52:28,1237133.2606853377,2820.129223285068,20
2018-12-01 10:52:29,416432.9123254707,954.9011588308247,7
2018-12-01 10:52:30,277891.91115597205,640.035247081964,7
2018-12-01 10:52:31,1373024.7044187724,3128.973413588328,19
2018-12-01 10:52:32,157931.93644461108,367.4215145012489,6
2018-12-01 10:52:33,294619.2839814992,679.6740629033818,10
2018-12-01 10:52:34,680057.6376031935,1555.819202688902,12
2018-12-01 10:52:35,2470.9911692026753,15.849551702558887,4
2018-12-01 10:52:36,2470.9911692026753,15.849551702558887,4
2018-12-01 10:52:37,93110.92783803868,223.84896665716406,8
2018-12-01 10:52:38,531565.4348225628,1217.1349864997578,13
2018-12-01 10:52:39,641671.4185567729,1467.3758586229624,12
2018-12-01 10:52:40,2298.426689667906,14.255422561360094,3
2018-12-01 10:52:41,876951.4590378178,2002.1032233526098,15
2018-12-01 10:52:42,737165.394341518,1684.4076217701104,14
2018-12-01 10:52:43,706243.9230247112,1615.8077538553503,13
2018-12-01 10:52:44,91082.64810615253,215.4687401505561,4
2018-12-01 10:52:45,355962.64810615254,817.4687401505561,8
2018-12-01 10:52:46,530202.6481061525,1213.4687401505562,8
2018-12-01 10:52:47,2202.648106152521,13.468740150556112,2
2018-12-01 10:52:48,2202.648106152521,13.468740150556112,2
2018-12-01 10:52:49,2202.648106152521,13.468740150556112,2
2018-12-01 10:52:50,575962.6481061525,1317.4687401505562,10
2018-12-01 10:52:51,2202.648106152521,13.468740150556112,2
2018-12-01 10:52:52,2202.648106152521,13.468740150556112,2
2018-12-01 10:52:53,2202.648106152521,13.468740150556112,2
2018-12-01 10:52:54,2202.648106152521,13.468740150556112,2
2018-12-01 10:52:55,2202.648106152521,13.468740150556112,2
2018-12-01 10:52:56,2202.648106152521,13.468740150556112,2
2018-12-01 10:52:57,2202.648106152521,13.468740150556112,2
2018-12-01 10:52:58,1361615.0715125706,3103.042429710597,20
2018-12-01 10:52:59,1170709.0385162835,2671.1650819917622,19
2018-12-01 10:53:00,1265321.1588670088,2884.1926282434115,18
2018-12-01 10:53:01,177922.0904402056,412.83110909158586,5
2018-12-01 10:53:02,0.0,8.4627217274822,1
2018-12-01 10:53:03,0.0,8.4627217274822,1
2018-12-01 10:53:04,0.0,8.4627217274822,1
2018-12-01 10:53:05,702140.0377817391,1604.2960224034005,11
2018-12-01 10:53:06,183579.14779519552,436.67293106176857,11
2018-12-01 10:53:07,406109.3808040756,934.297724300671,15
2018-12-01 10:53:08,543.6273912556571,13.209872701309925,5
2018-12-01 10:53:09,1155330.6134242967,2623.964987982864,23
2018-12-01 10:53:10,1208575.8728498588,2716.4873976171175,30
2018-12-01 10:53:11,76030.0648347672,162.2939550702748,16
2018-12-01 10:53:12,191830.44847294613,429.1277711227963,15
2018-12-01 10:53:13,16010.976137462643,24.205836308556737,10
2018-12-01 10:53:14,18954.976137462643,26.205836308556737,11
2018-12-01 10:53:15,7178.976137462642,18.205836308556737,7
2018-12-01 10:53:16,628.9761374626422,19.867036819343785,9
2018-12-01 10:53:17,96408.15601641888,230.9561804658329,12
2018-12-01 10:53:18,144665.7962585064,309.8983166430696,12
2018-12-01 10:53:19,45258.97613746264,43.29190727706108,12
2018-12-01 10:53:20,920800.8898043868,2064.0775706630266,25
2018-12-01 10:53:21,1247700.2865398764,2803.7916378144378,26
2018-12-01 10:53:22,15760.0,20.4627217274822,7
2018-12-01 10:53:23,15760.0,20.4627217274822,7
2018-12-01 10:53:24,443984.0,1012.4627217274822,8
2018-12-01 10:53:25,12813.61073706375,35.11560762399219,10
2018-12-01 10:53:26,120556.89736162558,239.9419006204869,18
2018-12-01 10:53:27,605256.8973616256,1377.9419006204869,15
2018-12-01 10:53:28,30122.197887186983,33.941422837400424,12
2018-12-01 10:53:29,647656.8973616256,1429.9419006204869,20
2018-12-01 10:53:30,282818.7998164339,625.8931202589533,12
2018-12-01 10:53:31,809876.7396038778,1850.0644026453863,15
2018-12-01 10:53:32,446396.47629083245,994.8547132975559,13
2018-12-01 10:53:33,9872.0,16.4627217274822,5
2018-12-01 10:53:34,886768.0,2014.4627217274822,14
2018-12-01 10:53:35,1117605.9669915957,2519.9671921629283,25
2018-12-01 10:53:36,1315084.7735447877,2987.909934329272,22
2018-12-01 10:53:37,1048267.2293584496,2357.501879360322,23
2018-12-01 10:53:38,804916.0,1820.4627217274822,16
2018-12-01 10:53:39,1256912.0,2832.462721727482,21
2018-12-01 10:53:40,379882.5851989908,849.5678732160993,18
2018-12-01 10:53:41,445436.00159417914,1043.5206798613028,10
2018-12-01 10:53:42,16333.655745174092,50.842621113564135,8
2018-12-01 10:53:43,18945.75746165595,49.15163545653158,11
2018-12-01 10:53:44,671234.3137164575,1543.0342600362478,14
2018-12-01 10:53:45,1106676.1623579878,2526.61936712969,24
2018-12-01 10:53:46,2303728.108172507,5264.502084670456,36
2018-12-01 10:53:47,1483690.379519212,3352.72542864024,37
2018-12-01 10:53:48,1381852.9632558646,3097.994937132633,35
2018-12-01 10:53:49,1412258.3909803024,3202.902727415446,28
2018-12-01 10:53:50,2220108.504319389,5017.913677427763,50
2018-12-01 10:53:51,1061763.7829423244,2417.4110628646504,24
2018-12-01 10:53:52,1404750.3613389144,3175.746702574483,34
2018-12-01 10:53:53,937533.1390528746,2133.897055147337,24
2018-12-01 10:53:54,1434223.0254164268,3268.5708791377497,27
2018-12-01 10:53:55,1350440.2672855444,3070.037708670443,29
2018-12-01 10:53:56,829473.6552773294,1857.8851797584307,23
2018-12-01 10:53:57,634478.014971609,1464.6709181538683,19
2018-12-01 10:53:58,1465200.9295180934,3329.027542123151,28
2018-12-01 10:53:59,1671837.825478064,3818.8574027506866,31
2018-12-01 10:54:00,786263.06278966,1780.3734745228383,21
2018-12-01 10:54:01,1583461.2614354086,3606.260289626812,27
2018-12-01 10:54:02,1181834.5589499278,2702.8541476143564,20
2018-12-01 10:54:03,1450570.5066985297,3271.3994834066325,33
2018-12-01 10:54:04,1229433.5543642647,2801.288228101485,22
2018-12-01 10:54:05,1375480.3888768407,3105.5764883573397,29
2018-12-01 10:54:06,1254881.8216225964,2848.5433809613296,26
2018-12-01 10:54:07,1156928.0302536779,2644.6529460319703,26
2018-12-01 10:54:08,1743220.334100581,3956.621818411295,35
2018-12-01 10:54:09,2097107.696922371,4757.471031613432,39
2018-12-01 10:54:10,815212.0485079507,1858.3063845623687,17
2018-12-01 10:54:11,3984.0,33.00627431702621,3
2018-12-01 10:54:12,24592.0,47.00627431702621,10
2018-12-01 10:54:13,367760.0,841.0062743170263,11
2018-12-01 10:54:14,983568.0,2241.0062743170265,17
2018-12-01 10:54:15,31890.0,51.00627431702621,9
2018-12-01 10:54:16,27504.0,49.00627431702621,10
2018-12-01 10:54:17,807381.6480769231,1845.006033932411,16
2018-12-01 10:54:18,190304.0,441.0062743170262,9
2018-12-01 10:54:19,197648.0,445.0062743170262,11
2018-12-01 10:54:20,1681872.0,3839.0062743170265,25
2018-12-01 10:54:21,10183.143745815703,38.91423124891496,6
2018-12-01 10:54:22,16235.960193563133,43.92489814547938,8
2018-12-01 10:54:23,462123.96019356314,1047.9248981454793,15
2018-12-01 10:54:24,126619.96019356314,257.92489814547935,12
2018-12-01 10:54:25,13196.975673494899,43.34244589977796,9
2018-12-01 10:54:26,487516.068058751,1130.3246108141875,17
2018-12-01 10:54:27,1755179.5763430775,4018.353880916072,29
2018-12-01 10:54:28,2179637.754701789,4971.308486347212,41
2018-12-01 10:54:29,2737949.896985443,6267.278703613003,44
2018-12-01 10:54:30,2302619.4775370583,5271.661080636858,42
2018-12-01 10:54:31,2909579.5147451484,6625.376343232962,53
2018-12-01 10:54:32,3069987.4042152716,7027.327730915584,47
2018-12-01 10:54:33,2881401.540768669,6567.136276431485,50
2018-12-01 10:54:34,2948376.9737880006,6712.772515184905,55
2018-12-01 10:54:35,2073943.1021815026,4744.573845157756,40
2018-12-01 10:54:36,1833101.1354669896,4199.976739410608,37
2018-12-01 10:54:37,3061071.3789950353,7012.9514426548185,54
2018-12-01 10:54:38,2229100.692524917,5107.128101096471,40
2018-12-01 10:54:39,3830858.632917894,8755.350991982512,64
2018-12-01 10:54:40,2731326.6247136886,6224.990916140828,51
2018-12-01 10:54:41,3318719.389923414,7583.242741541623,54
2018-12-01 10:54:42,3135152.1979990248,7157.98572601072,54
2018-12-01 10:54:43,2868521.6773203514,6543.884820061781,51
2018-12-01 10:54:44,3634817.9769449425,8291.464808061854,61
2018-12-01 10:54:45,3220436.178811993,7345.275254947829,56
2018-12-01 10:54:46,2663929.9159631254,6083.877995484585,42
2018-12-01 10:54:47,2574795.704858463,5875.661758141805,46
2018-12-01 10:54:48,3313027.5963631026,7563.586393431307,50
2018-12-01 10:54:49,2867968.466757378,6550.403608549098,42
2018-12-01 10:54:50,2318569.5818176474,5281.116619083828,40
2018-12-01 10:54:51,2212775.3306092573,5036.8730580092015,38
2018-12-01 10:54:52,2510524.123064217,5709.031095328821,44
2018-12-01 10:54:53,2320575.1481161932,5288.5046231420365,38
2018-12-01 10:54:54,2300879.9709877684,5247.721253718315,40
2018-12-01 10:54:55,3405713.3782985625,7762.6481162749615,51
2018-12-01 10:54:56,3178714.036414477,7249.2428430704995,46
2018-12-01 10:54:57,2384715.717845723,5463.037591742444,37
2018-12-01 10:54:58,2258875.728626529,5154.729582283672,42
2018-12-01 10:54:59,2303875.525545106,5232.602536032535,43
2018-12-01 10:55:00,3425688.9452601764,7818.831803054949,48
2018-12-01 10:55:01,4230537.816422621,9652.67169766001,57
2018-12-01 10:55:02,4394238.76444736,9999.224413944197,65
2018-12-01 10:55:03,4178536.762179762,9498.13133683178,65
2018-12-01 10:55:04,4181821.2317243675,9491.385025105235,63
2018-12-01 10:55:05,4985748.241976891,11340.326365803603,73
2018-12-01 10:55:06,3044264.99789338,6948.218063824359,46
2018-12-01 10:55:07,3090481.533639017,7056.729686993675,49
2018-12-01 10:55:08,2371408.370957259,5405.262986626157,37
2018-12-01 10:55:09,3209003.6079664626,7315.229434374348,47
2018-12-01 10:55:10,3528280.1477354164,8023.743374315062,55
2018-12-01 10:55:11,2804068.153007918,6392.277234668659,50
2018-12-01 10:55:12,3041933.3400601293,6916.003225422621,55
2018-12-01 10:55:13,2970929.819926359,6754.995227682928,49
2018-12-01 10:55:14,2713990.8751164745,6168.5230583594885,52
2018-12-01 10:55:15,3915019.1528941286,8906.5498381882,70
2018-12-01 10:55:16,2544549.173469257,5803.026410911717,50
2018-12-01 10:55:17,2876333.554932785,6552.61294652631,52
2018-12-01 10:55:18,3061735.3852448687,6968.7307285783545,55
2018-12-01 10:55:19,2589894.8532122676,5913.930001769586,46
2018-12-01 10:55:20,2360780.3218044713,5371.228073962025,47
2018-12-01 10:55:21,2156866.228029115,4887.821245296756,50
2018-12-01 10:55:22,2449722.2124903607,5581.84579664774,49
2018-12-01 10:55:23,3096248.096843225,7025.857928779914,60
2018-12-01 10:55:24,2539150.0039063822,5784.092123565105,50
2018-12-01 10:55:25,2638038.4239568138,6032.0468422761405,55
2018-12-01 10:55:26,4309135.089134884,9815.059355686828,75
2018-12-01 10:55:27,3353526.1203708365,7659.827101312537,59
2018-12-01 10:55:28,4126784.1907712664,9392.702084378407,70
2018-12-01 10:55:29,4412911.306281345,10017.867248523582,79
2018-12-01 10:55:30,4444247.734603963,10072.35997384562,84
2018-12-01 10:55:31,6056099.528237579,13776.763459316828,99
2018-12-01 10:55:32,2835670.671671105,6452.682516826365,55
2018-12-01 10:55:33,2267270.6925773676,5132.141420352006,50
2018-12-01 10:55:34,2178043.674348334,4962.552742558748,42
2018-12-01 10:55:35,2717146.6926471214,6198.018693237811,47
2018-12-01 10:55:36,2370737.168850219,5400.542502790304,44
2018-12-01 10:55:37,2358388.582863027,5388.163358589357,45
2018-12-01 10:55:38,2251291.39484111,5137.56170422608,44
2018-12-01 10:55:39,3102384.763198326,7060.916610044155,60
2018-12-01 10:55:40,2445487.107830974,5544.33775600926,51
2018-12-01 10:55:41,2344205.9176674644,5336.299007822999,49
2018-12-01 10:55:42,3184006.4161544093,7253.300020289993,60
2018-12-01 10:55:43,3534011.943398639,8049.077973592721,54
2018-12-01 10:55:44,3625129.693196377,8219.1704141203,68
2018-12-01 10:55:45,2425855.7380785947,5523.395986311663,45
2018-12-01 10:55:46,2248284.6710090167,5124.498519181437,38
2018-12-01 10:55:47,2284245.320062701,5215.525368728189,40
2018-12-01 10:55:48,1262989.1464490646,2860.438610515378,30
2018-12-01 10:55:49,960356.5689556191,2179.982580359405,23
2018-12-01 10:55:50,524052.25175794715,1170.9417256933536,29
2018-12-01 10:55:51,2033885.7031163757,4635.645492491667,36
2018-12-01 10:55:52,1116788.864937164,2558.269620077835,25
2018-12-01 10:55:53,1322995.6899857111,3022.428011176465,34
2018-12-01 10:55:54,1190436.6089909335,2721.8747838656,26
